lat,lon,name,qs_rank,ti_rank,sh_rank,rank,invRank,EN,DE,FR,IT,ES,PT,RU,ZH,JA,AR
-38.1435006,144.3596982,Deakin University,293,-,250.5,270,0.0036798528058877645,Australia,Australien,Australie,Australia,Australia,Austrália,Австралия,澳大利亚,オーストラリア,أستراليا
4.6014855,-74.0664457,University of the Andes,256,-,-,260,0.00390625,Colombia,Kolumbien,Colombie,Colombia,Colombia,Colômbia,Колумбия,哥伦比亚,コロンビア,كولومبيا
49.4837106,8.4622333,University of Mannheim,388,125,-,260,0.003898635477582846,Germany,Deutschland,Allemagne,Germania,Alemania,Alemanha,Германия,德国,ドイツ,ألمانيا
35.7846633,-78.6820946,North Carolina State University,263,-,250.5,260,0.0038948393378773127,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
40.7649368,-111.8421021,University of Utah,391,-,125.5,260,0.003872216844143272,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
60.1866693,24.827682,Aalto University,137,190,450.5,260,0.0038585209003215433,Finland,Finnland,Finlande,Finlandia,Finlandia,Finlândia,Финляндия,芬兰,フィンランド,فنلندا
53.3082648,-6.2236395,University College Dublin,168,-,350.5,260,0.003857280617164899,Ireland,Irland,Irlande,Irlanda,Irlanda,Irlanda,Ирландия,爱尔兰,アイルランド,أيرلندا
42.3398067,-71.0891717,Northeastern University,346,193,250.5,260,0.0037998733375554147,United States,Vereinigte Staaten,États-Unis,Stati Uniti d'America,Estados Unidos,Estados Unidos,Соединенные Штаты Америки,美国,米国,الولايات المتحدة
-33.8832376,151.2004942,University of Technology Sydney,176,-,350.5,260,0.003798670465337132,Australia,Australien,Australie,Australia,Australia,Austrália,Австралия,澳大利亚,オーストラリア,أستراليا
13.0052137,80.2420012,Indian Institute of Technology Madras,264,-,-,260,0.003787878787878788,India,Indien,Inde,India,India,Índia,Индия,印度,インド,الهند
25.0136906,121.5406792,National Taiwan University of Science and Technology,264,-,-,260,0.003787878787878788,"Taiwan, Province of China","Taiwan, Province of China","Taïwan, Province de Chine",Taiwan,Provincia china de Taiwán,"Taiwan, Província da China",Тайвань (провинция Китайской Народной Республики),中国台湾省,台湾、中国の省,مقاطعة تايوان الصينية
23.0965384,113.298883,Sun Yat-sen University,319,-,175.5,250,0.004044489383215369,China,China,Chine,Cina,China,China,Китай,中国,中国,الصين
-27.477357,153.028415,Queensland University of Technology,247,-,250.5,250,0.004020100502512563,Australia,Australien,Australie,Australia,Australia,Austrália,Австралия,澳大利亚,オーストラリア,أستراليا
